latitude_bin,longitude_bin,updated_type,updated_subtype,count
41.88,-87.75,Accident,Minor,1
41.88,-87.75,Accident,Unclassified,33
41.88,-87.75,Hazard,On Road,160
41.88,-87.75,Hazard,On Shoulder,34
41.88,-87.75,Hazard,Weather,5
41.88,-87.75,Jam,Heavy Traffic,85
41.88,-87.75,Jam,Stand Still Traffic,68
41.88,-87.75,Jam,Unclassified,43
41.88,-87.75,Road Closed,Unclassified,1
41.88,-87.74,Accident,Minor,3
41.88,-87.74,Accident,Unclassified,9
41.88,-87.74,Hazard,On Road,114
41.88,-87.74,Hazard,On Shoulder,8
41.88,-87.74,Hazard,Unclassified,1
41.88,-87.74,Hazard,Weather,4
41.88,-87.74,Jam,Heavy Traffic,95
41.88,-87.74,Jam,Moderate Traffic,3
41.88,-87.74,Jam,Stand Still Traffic,61
41.88,-87.74,Jam,Unclassified,50
41.88,-87.74,Road Closed,Unclassified,6
41.88,-87.73,Accident,Minor,1
41.88,-87.73,Accident,Unclassified,19
41.88,-87.73,Hazard,On Road,79
41.88,-87.73,Hazard,On Shoulder,4
41.88,-87.73,Hazard,Weather,4
41.88,-87.73,Jam,Heavy Traffic,87
41.88,-87.73,Jam,Moderate Traffic,4
41.88,-87.73,Jam,Stand Still Traffic,66
41.88,-87.73,Jam,Unclassified,53
41.88,-87.73,Road Closed,Unclassified,1
41.88,-87.72,Accident,Major,2
41.88,-87.72,Accident,Minor,3
41.88,-87.72,Accident,Unclassified,23
41.88,-87.72,Hazard,On Road,69
41.88,-87.72,Hazard,On Shoulder,32
41.88,-87.72,Hazard,Weather,10
41.88,-87.72,Jam,Heavy Traffic,125
41.88,-87.72,Jam,Moderate Traffic,2
41.88,-87.72,Jam,Stand Still Traffic,79
41.88,-87.72,Jam,Unclassified,76
41.88,-87.72,Road Closed,Unclassified,7
41.88,-87.71,Accident,Major,2
41.88,-87.71,Accident,Unclassified,11
41.88,-87.71,Hazard,On Road,140
41.88,-87.71,Hazard,On Shoulder,9
41.88,-87.71,Hazard,Weather,19
41.88,-87.71,Jam,Heavy Traffic,46
41.88,-87.71,Jam,Moderate Traffic,1
41.88,-87.71,Jam,Stand Still Traffic,28
41.88,-87.71,Jam,Unclassified,24
41.88,-87.71,Road Closed,Event,1
41.88,-87.71,Road Closed,Unclassified,3
41.88,-87.7,Accident,Major,53
41.88,-87.7,Accident,Minor,10
41.88,-87.7,Accident,Unclassified,91
41.88,-87.7,Hazard,On Road,524
41.88,-87.7,Hazard,On Shoulder,1260
41.88,-87.7,Hazard,Unclassified,4
41.88,-87.7,Hazard,Weather,15
41.88,-87.7,Jam,Heavy Traffic,438
41.88,-87.7,Jam,Moderate Traffic,11
41.88,-87.7,Jam,Stand Still Traffic,279
41.88,-87.7,Jam,Unclassified,145
41.88,-87.7,Road Closed,Unclassified,5
41.88,-87.69,Accident,Major,32
41.88,-87.69,Accident,Minor,12
41.88,-87.69,Accident,Unclassified,126
41.88,-87.69,Hazard,On Road,636
41.88,-87.69,Hazard,On Shoulder,1583
41.88,-87.69,Hazard,Unclassified,3
41.88,-87.69,Hazard,Weather,25
41.88,-87.69,Jam,Heavy Traffic,684
41.88,-87.69,Jam,Moderate Traffic,18
41.88,-87.69,Jam,Stand Still Traffic,512
41.88,-87.69,Jam,Unclassified,229
41.88,-87.69,Road Closed,Event,3
41.88,-87.69,Road Closed,Unclassified,12
41.88,-87.68,Accident,Major,85
41.88,-87.68,Accident,Minor,10
41.88,-87.68,Accident,Unclassified,135
41.88,-87.68,Hazard,On Road,1014
41.88,-87.68,Hazard,On Shoulder,1910
41.88,-87.68,Hazard,Unclassified,4
41.88,-87.68,Hazard,Weather,18
41.88,-87.68,Jam,Heavy Traffic,556
41.88,-87.68,Jam,Moderate Traffic,14
41.88,-87.68,Jam,Stand Still Traffic,502
41.88,-87.68,Jam,Unclassified,188
41.88,-87.68,Road Closed,Construction,1
41.88,-87.68,Road Closed,Event,59
41.88,-87.68,Road Closed,Unclassified,245
41.88,-87.67,Accident,Major,83
41.88,-87.67,Accident,Minor,19
41.88,-87.67,Accident,Unclassified,195
41.88,-87.67,Hazard,On Road,2060
41.88,-87.67,Hazard,On Shoulder,2033
41.88,-87.67,Hazard,Unclassified,4
41.88,-87.67,Hazard,Weather,46
41.88,-87.67,Jam,Heavy Traffic,1067
41.88,-87.67,Jam,Moderate Traffic,33
41.88,-87.67,Jam,Stand Still Traffic,976
41.88,-87.67,Jam,Unclassified,313
41.88,-87.67,Road Closed,Event,93
41.88,-87.67,Road Closed,Unclassified,146
41.88,-87.66,Accident,Major,123
41.88,-87.66,Accident,Minor,13
41.88,-87.66,Accident,Unclassified,205
41.88,-87.66,Hazard,On Road,697
41.88,-87.66,Hazard,On Shoulder,2015
41.88,-87.66,Hazard,Unclassified,5
41.88,-87.66,Hazard,Weather,20
41.88,-87.66,Jam,Heavy Traffic,645
41.88,-87.66,Jam,Moderate Traffic,23
41.88,-87.66,Jam,Stand Still Traffic,566
41.88,-87.66,Jam,Unclassified,209
41.88,-87.66,Road Closed,Event,23
41.88,-87.66,Road Closed,Unclassified,63
41.88,-87.65,Accident,Major,192
41.88,-87.65,Accident,Minor,56
41.88,-87.65,Accident,Unclassified,536
41.88,-87.65,Hazard,On Road,1743
41.88,-87.65,Hazard,On Shoulder,2826
41.88,-87.65,Hazard,Unclassified,19
41.88,-87.65,Hazard,Weather,73
41.88,-87.65,Jam,Heavy Traffic,4214
41.88,-87.65,Jam,Moderate Traffic,60
41.88,-87.65,Jam,Stand Still Traffic,4666
41.88,-87.65,Jam,Unclassified,944
41.88,-87.65,Road Closed,Construction,15
41.88,-87.65,Road Closed,Event,5002
41.88,-87.65,Road Closed,Unclassified,979
41.88,-87.64,Accident,Major,32
41.88,-87.64,Accident,Minor,12
41.88,-87.64,Accident,Unclassified,132
41.88,-87.64,Hazard,On Road,853
41.88,-87.64,Hazard,On Shoulder,652
41.88,-87.64,Hazard,Unclassified,2
41.88,-87.64,Hazard,Weather,29
41.88,-87.64,Jam,Heavy Traffic,817
41.88,-87.64,Jam,Moderate Traffic,13
41.88,-87.64,Jam,Stand Still Traffic,1035
41.88,-87.64,Jam,Unclassified,294
41.88,-87.64,Road Closed,Construction,1
41.88,-87.64,Road Closed,Event,49
41.88,-87.64,Road Closed,Unclassified,78
41.88,-87.63,Accident,Major,12
41.88,-87.63,Accident,Minor,6
41.88,-87.63,Accident,Unclassified,91
41.88,-87.63,Hazard,On Road,735
41.88,-87.63,Hazard,On Shoulder,242
41.88,-87.63,Hazard,Unclassified,24
41.88,-87.63,Hazard,Weather,27
41.88,-87.63,Jam,Heavy Traffic,400
41.88,-87.63,Jam,Light Traffic,1
41.88,-87.63,Jam,Moderate Traffic,23
41.88,-87.63,Jam,Stand Still Traffic,591
41.88,-87.63,Jam,Unclassified,274
41.88,-87.63,Road Closed,Event,61
41.88,-87.63,Road Closed,Unclassified,119
41.88,-87.62,Accident,Major,16
41.88,-87.62,Accident,Minor,25
41.88,-87.62,Accident,Unclassified,236
41.88,-87.62,Hazard,On Road,1355
41.88,-87.62,Hazard,On Shoulder,732
41.88,-87.62,Hazard,Unclassified,10
41.88,-87.62,Hazard,Weather,21
41.88,-87.62,Jam,Heavy Traffic,1053
41.88,-87.62,Jam,Light Traffic,1
41.88,-87.62,Jam,Moderate Traffic,50
41.88,-87.62,Jam,Stand Still Traffic,1485
41.88,-87.62,Jam,Unclassified,484
41.88,-87.62,Road Closed,Event,291
41.88,-87.62,Road Closed,Unclassified,420
41.88,-87.61,Accident,Major,1
41.88,-87.61,Accident,Minor,1
41.88,-87.61,Accident,Unclassified,17
41.88,-87.61,Hazard,On Road,95
41.88,-87.61,Hazard,On Shoulder,120
41.88,-87.61,Hazard,Weather,3
41.88,-87.61,Jam,Heavy Traffic,91
41.88,-87.61,Jam,Moderate Traffic,2
41.88,-87.61,Jam,Stand Still Traffic,154
41.88,-87.61,Jam,Unclassified,28
41.88,-87.61,Road Closed,Event,9
41.88,-87.61,Road Closed,Unclassified,3
41.89,-87.78,Hazard,On Road,2
41.89,-87.78,Road Closed,Unclassified,20
41.89,-87.77,Accident,Major,1
41.89,-87.77,Accident,Minor,1
41.89,-87.77,Accident,Unclassified,16
41.89,-87.77,Hazard,On Road,57
41.89,-87.77,Hazard,On Shoulder,5
41.89,-87.77,Hazard,Weather,1
41.89,-87.77,Jam,Heavy Traffic,47
41.89,-87.77,Jam,Moderate Traffic,1
41.89,-87.77,Jam,Stand Still Traffic,49
41.89,-87.77,Jam,Unclassified,27
41.89,-87.77,Road Closed,Unclassified,9
41.89,-87.76,Accident,Minor,4
41.89,-87.76,Accident,Unclassified,12
41.89,-87.76,Hazard,On Road,159
41.89,-87.76,Hazard,On Shoulder,7
41.89,-87.76,Jam,Heavy Traffic,80
41.89,-87.76,Jam,Moderate Traffic,4
41.89,-87.76,Jam,Stand Still Traffic,60
41.89,-87.76,Jam,Unclassified,41
41.89,-87.76,Road Closed,Unclassified,12
41.89,-87.75,Accident,Minor,4
41.89,-87.75,Accident,Unclassified,17
41.89,-87.75,Hazard,On Road,160
41.89,-87.75,Hazard,On Shoulder,26
41.89,-87.75,Hazard,Weather,4
41.89,-87.75,Jam,Heavy Traffic,82
41.89,-87.75,Jam,Moderate Traffic,2
41.89,-87.75,Jam,Stand Still Traffic,78
41.89,-87.75,Jam,Unclassified,36
41.89,-87.75,Road Closed,Unclassified,2
41.89,-87.74,Accident,Major,1
41.89,-87.74,Accident,Minor,1
41.89,-87.74,Accident,Unclassified,10
41.89,-87.74,Hazard,On Road,32
41.89,-87.74,Hazard,On Shoulder,10
41.89,-87.74,Hazard,Weather,1
41.89,-87.74,Jam,Heavy Traffic,13
41.89,-87.74,Jam,Stand Still Traffic,29
41.89,-87.74,Jam,Unclassified,10
41.89,-87.74,Road Closed,Unclassified,4
41.89,-87.73,Accident,Unclassified,8
41.89,-87.73,Hazard,On Road,92
41.89,-87.73,Hazard,On Shoulder,6
41.89,-87.73,Jam,Heavy Traffic,34
41.89,-87.73,Jam,Moderate Traffic,1
41.89,-87.73,Jam,Stand Still Traffic,38
41.89,-87.73,Jam,Unclassified,16
41.89,-87.72,Accident,Major,1
41.89,-87.72,Accident,Unclassified,8
41.89,-87.72,Hazard,On Road,111
41.89,-87.72,Hazard,On Shoulder,4
41.89,-87.72,Hazard,Weather,2
41.89,-87.72,Jam,Heavy Traffic,95
41.89,-87.72,Jam,Moderate Traffic,3
41.89,-87.72,Jam,Stand Still Traffic,87
41.89,-87.72,Jam,Unclassified,52
41.89,-87.72,Road Closed,Unclassified,12
41.89,-87.71,Accident,Unclassified,7
41.89,-87.71,Hazard,On Road,110
41.89,-87.71,Hazard,On Shoulder,4
41.89,-87.71,Hazard,Weather,1
41.89,-87.71,Jam,Heavy Traffic,37
41.89,-87.71,Jam,Moderate Traffic,1
41.89,-87.71,Jam,Stand Still Traffic,25
41.89,-87.71,Jam,Unclassified,24
41.89,-87.71,Road Closed,Unclassified,4
41.89,-87.7,Accident,Major,1
41.89,-87.7,Accident,Minor,2
41.89,-87.7,Accident,Unclassified,27
41.89,-87.7,Hazard,On Road,130
41.89,-87.7,Hazard,On Shoulder,24
41.89,-87.7,Hazard,Weather,21
41.89,-87.7,Jam,Heavy Traffic,153
41.89,-87.7,Jam,Moderate Traffic,7
41.89,-87.7,Jam,Stand Still Traffic,145
41.89,-87.7,Jam,Unclassified,60
41.89,-87.7,Road Closed,Event,7
41.89,-87.7,Road Closed,Unclassified,6
41.89,-87.69,Accident,Major,2
41.89,-87.69,Accident,Minor,2
41.89,-87.69,Accident,Unclassified,29
41.89,-87.69,Hazard,On Road,278
41.89,-87.69,Hazard,On Shoulder,27
41.89,-87.69,Hazard,Weather,16
41.89,-87.69,Jam,Heavy Traffic,236
41.89,-87.69,Jam,Moderate Traffic,7
41.89,-87.69,Jam,Stand Still Traffic,193
41.89,-87.69,Jam,Unclassified,104
41.89,-87.69,Road Closed,Construction,4
41.89,-87.69,Road Closed,Unclassified,174
41.89,-87.68,Accident,Major,3
41.89,-87.68,Accident,Unclassified,18
41.89,-87.68,Hazard,On Road,122
41.89,-87.68,Hazard,On Shoulder,5
41.89,-87.68,Hazard,Weather,3
41.89,-87.68,Jam,Heavy Traffic,185
41.89,-87.68,Jam,Moderate Traffic,4
41.89,-87.68,Jam,Stand Still Traffic,178
41.89,-87.68,Jam,Unclassified,78
41.89,-87.68,Road Closed,Event,5
41.89,-87.68,Road Closed,Unclassified,44
41.89,-87.67,Accident,Major,3
41.89,-87.67,Accident,Minor,3
41.89,-87.67,Accident,Unclassified,23
41.89,-87.67,Hazard,On Road,286
41.89,-87.67,Hazard,On Shoulder,11
41.89,-87.67,Hazard,Weather,4
41.89,-87.67,Jam,Heavy Traffic,330
41.89,-87.67,Jam,Moderate Traffic,7
41.89,-87.67,Jam,Stand Still Traffic,274
41.89,-87.67,Jam,Unclassified,120
41.89,-87.67,Road Closed,Construction,2
41.89,-87.67,Road Closed,Event,41
41.89,-87.67,Road Closed,Unclassified,73
41.89,-87.66,Accident,Major,20
41.89,-87.66,Accident,Minor,6
41.89,-87.66,Accident,Unclassified,97
41.89,-87.66,Hazard,On Road,445
41.89,-87.66,Hazard,On Shoulder,560
41.89,-87.66,Hazard,Unclassified,7
41.89,-87.66,Hazard,Weather,11
41.89,-87.66,Jam,Heavy Traffic,950
41.89,-87.66,Jam,Moderate Traffic,12
41.89,-87.66,Jam,Stand Still Traffic,1155
41.89,-87.66,Jam,Unclassified,311
41.89,-87.66,Road Closed,Construction,2
41.89,-87.66,Road Closed,Event,12
41.89,-87.66,Road Closed,Unclassified,151
41.89,-87.65,Accident,Major,145
41.89,-87.65,Accident,Minor,66
41.89,-87.65,Accident,Unclassified,452
41.89,-87.65,Hazard,On Road,1534
41.89,-87.65,Hazard,On Shoulder,2877
41.89,-87.65,Hazard,Unclassified,26
41.89,-87.65,Hazard,Weather,49
41.89,-87.65,Jam,Heavy Traffic,4194
41.89,-87.65,Jam,Moderate Traffic,70
41.89,-87.65,Jam,Stand Still Traffic,4278
41.89,-87.65,Jam,Unclassified,1086
41.89,-87.65,Road Closed,Event,4964
41.89,-87.65,Road Closed,Hazard,1
41.89,-87.65,Road Closed,Unclassified,254
41.89,-87.64,Accident,Major,18
41.89,-87.64,Accident,Minor,12
41.89,-87.64,Accident,Unclassified,128
41.89,-87.64,Hazard,On Road,788
41.89,-87.64,Hazard,On Shoulder,351
41.89,-87.64,Hazard,Unclassified,7
41.89,-87.64,Hazard,Weather,14
41.89,-87.64,Jam,Heavy Traffic,831
41.89,-87.64,Jam,Moderate Traffic,12
41.89,-87.64,Jam,Stand Still Traffic,1398
41.89,-87.64,Jam,Unclassified,307
41.89,-87.64,Road Closed,Event,21
41.89,-87.64,Road Closed,Unclassified,197
41.89,-87.63,Accident,Major,8
41.89,-87.63,Accident,Minor,4
41.89,-87.63,Accident,Unclassified,134
41.89,-87.63,Hazard,On Road,779
41.89,-87.63,Hazard,On Shoulder,110
41.89,-87.63,Hazard,Unclassified,4
41.89,-87.63,Hazard,Weather,28
41.89,-87.63,Jam,Heavy Traffic,596
41.89,-87.63,Jam,Moderate Traffic,32
41.89,-87.63,Jam,Stand Still Traffic,808
41.89,-87.63,Jam,Unclassified,365
41.89,-87.63,Road Closed,Event,39
41.89,-87.63,Road Closed,Unclassified,133
41.89,-87.62,Accident,Major,9
41.89,-87.62,Accident,Minor,11
41.89,-87.62,Accident,Unclassified,147
41.89,-87.62,Hazard,On Road,977
41.89,-87.62,Hazard,On Shoulder,230
41.89,-87.62,Hazard,Unclassified,5
41.89,-87.62,Hazard,Weather,44
41.89,-87.62,Jam,Heavy Traffic,476
41.89,-87.62,Jam,Moderate Traffic,9
41.89,-87.62,Jam,Stand Still Traffic,909
41.89,-87.62,Jam,Unclassified,311
41.89,-87.62,Road Closed,Event,48
41.89,-87.62,Road Closed,Hazard,1
41.89,-87.62,Road Closed,Unclassified,127
41.89,-87.61,Accident,Major,13
41.89,-87.61,Accident,Minor,17
41.89,-87.61,Accident,Unclassified,152
41.89,-87.61,Hazard,On Road,835
41.89,-87.61,Hazard,On Shoulder,816
41.89,-87.61,Hazard,Unclassified,1
41.89,-87.61,Hazard,Weather,46
41.89,-87.61,Jam,Heavy Traffic,968
41.89,-87.61,Jam,Moderate Traffic,13
41.89,-87.61,Jam,Stand Still Traffic,1394
41.89,-87.61,Jam,Unclassified,250
41.89,-87.61,Road Closed,Construction,1
41.89,-87.61,Road Closed,Event,51
41.89,-87.61,Road Closed,Unclassified,139
41.89,-87.6,Accident,Unclassified,1
41.89,-87.6,Hazard,On Road,6
41.89,-87.6,Hazard,Weather,2
41.89,-87.6,Jam,Stand Still Traffic,5
41.89,-87.6,Jam,Unclassified,1
41.9,-87.78,Hazard,On Road,1
41.9,-87.78,Jam,Unclassified,2
41.9,-87.77,Accident,Minor,2
41.9,-87.77,Accident,Unclassified,7
41.9,-87.77,Hazard,On Road,50
41.9,-87.77,Hazard,On Shoulder,2
41.9,-87.77,Hazard,Weather,2
41.9,-87.77,Jam,Heavy Traffic,65
41.9,-87.77,Jam,Moderate Traffic,1
41.9,-87.77,Jam,Stand Still Traffic,17
41.9,-87.77,Jam,Unclassified,31
41.9,-87.77,Road Closed,Unclassified,4
41.9,-87.76,Accident,Minor,1
41.9,-87.76,Accident,Unclassified,14
41.9,-87.76,Hazard,On Road,110
41.9,-87.76,Hazard,On Shoulder,6
41.9,-87.76,Hazard,Weather,3
41.9,-87.76,Jam,Heavy Traffic,61
41.9,-87.76,Jam,Moderate Traffic,3
41.9,-87.76,Jam,Stand Still Traffic,19
41.9,-87.76,Jam,Unclassified,43
41.9,-87.76,Road Closed,Event,1
41.9,-87.76,Road Closed,Unclassified,16
41.9,-87.75,Accident,Major,4
41.9,-87.75,Accident,Minor,1
41.9,-87.75,Accident,Unclassified,32
41.9,-87.75,Hazard,On Road,278
41.9,-87.75,Hazard,On Shoulder,22
41.9,-87.75,Hazard,Weather,3
41.9,-87.75,Jam,Heavy Traffic,277
41.9,-87.75,Jam,Moderate Traffic,7
41.9,-87.75,Jam,Stand Still Traffic,68
41.9,-87.75,Jam,Unclassified,98
41.9,-87.75,Road Closed,Unclassified,6
41.9,-87.74,Accident,Minor,1
41.9,-87.74,Accident,Unclassified,10
41.9,-87.74,Hazard,On Road,105
41.9,-87.74,Hazard,On Shoulder,9
41.9,-87.74,Hazard,Weather,5
41.9,-87.74,Jam,Heavy Traffic,60
41.9,-87.74,Jam,Moderate Traffic,5
41.9,-87.74,Jam,Stand Still Traffic,30
41.9,-87.74,Jam,Unclassified,37
41.9,-87.74,Road Closed,Unclassified,2
41.9,-87.73,Accident,Major,1
41.9,-87.73,Accident,Unclassified,14
41.9,-87.73,Hazard,On Road,113
41.9,-87.73,Hazard,On Shoulder,8
41.9,-87.73,Hazard,Unclassified,2
41.9,-87.73,Hazard,Weather,4
41.9,-87.73,Jam,Heavy Traffic,201
41.9,-87.73,Jam,Moderate Traffic,9
41.9,-87.73,Jam,Stand Still Traffic,79
41.9,-87.73,Jam,Unclassified,66
41.9,-87.73,Road Closed,Construction,1
41.9,-87.73,Road Closed,Unclassified,12
41.9,-87.72,Accident,Major,3
41.9,-87.72,Accident,Minor,4
41.9,-87.72,Accident,Unclassified,28
41.9,-87.72,Hazard,On Road,137
41.9,-87.72,Hazard,On Shoulder,9
41.9,-87.72,Hazard,Weather,11
41.9,-87.72,Jam,Heavy Traffic,228
41.9,-87.72,Jam,Moderate Traffic,7
41.9,-87.72,Jam,Stand Still Traffic,58
41.9,-87.72,Jam,Unclassified,108
41.9,-87.72,Road Closed,Unclassified,10
41.9,-87.71,Accident,Major,1
41.9,-87.71,Accident,Minor,2
41.9,-87.71,Accident,Unclassified,36
41.9,-87.71,Hazard,On Road,103
41.9,-87.71,Hazard,On Shoulder,17
41.9,-87.71,Hazard,Unclassified,1
41.9,-87.71,Hazard,Weather,5
41.9,-87.71,Jam,Heavy Traffic,148
41.9,-87.71,Jam,Moderate Traffic,6
41.9,-87.71,Jam,Stand Still Traffic,72
41.9,-87.71,Jam,Unclassified,72
41.9,-87.71,Road Closed,Event,2
41.9,-87.71,Road Closed,Unclassified,37
41.9,-87.7,Accident,Minor,4
41.9,-87.7,Accident,Unclassified,27
41.9,-87.7,Hazard,On Road,283
41.9,-87.7,Hazard,On Shoulder,37
41.9,-87.7,Hazard,Weather,11
41.9,-87.7,Jam,Heavy Traffic,316
41.9,-87.7,Jam,Moderate Traffic,9
41.9,-87.7,Jam,Stand Still Traffic,125
41.9,-87.7,Jam,Unclassified,102
41.9,-87.7,Road Closed,Event,5
41.9,-87.7,Road Closed,Unclassified,49
41.9,-87.69,Accident,Minor,1
41.9,-87.69,Accident,Unclassified,29
41.9,-87.69,Hazard,On Road,213
41.9,-87.69,Hazard,On Shoulder,14
41.9,-87.69,Hazard,Unclassified,2
41.9,-87.69,Hazard,Weather,7
41.9,-87.69,Jam,Heavy Traffic,252
41.9,-87.69,Jam,Moderate Traffic,8
41.9,-87.69,Jam,Stand Still Traffic,127
41.9,-87.69,Jam,Unclassified,105
41.9,-87.69,Road Closed,Unclassified,42
41.9,-87.68,Accident,Major,1
41.9,-87.68,Accident,Unclassified,21
41.9,-87.68,Hazard,On Road,180
41.9,-87.68,Hazard,On Shoulder,16
41.9,-87.68,Hazard,Unclassified,1
41.9,-87.68,Hazard,Weather,14
41.9,-87.68,Jam,Heavy Traffic,179
41.9,-87.68,Jam,Moderate Traffic,11
41.9,-87.68,Jam,Stand Still Traffic,147
41.9,-87.68,Jam,Unclassified,86
41.9,-87.68,Road Closed,Unclassified,104
41.9,-87.67,Accident,Major,5
41.9,-87.67,Accident,Minor,3
41.9,-87.67,Accident,Unclassified,43
41.9,-87.67,Hazard,On Road,222
41.9,-87.67,Hazard,On Shoulder,25
41.9,-87.67,Hazard,Weather,9
41.9,-87.67,Jam,Heavy Traffic,324
41.9,-87.67,Jam,Moderate Traffic,17
41.9,-87.67,Jam,Stand Still Traffic,281
41.9,-87.67,Jam,Unclassified,142
41.9,-87.67,Road Closed,Unclassified,42
41.9,-87.66,Accident,Major,360
41.9,-87.66,Accident,Minor,47
41.9,-87.66,Accident,Unclassified,561
41.9,-87.66,Hazard,On Road,1138
41.9,-87.66,Hazard,On Shoulder,2460
41.9,-87.66,Hazard,Unclassified,24
41.9,-87.66,Hazard,Weather,45
41.9,-87.66,Jam,Heavy Traffic,4323
41.9,-87.66,Jam,Moderate Traffic,88
41.9,-87.66,Jam,Stand Still Traffic,3563
41.9,-87.66,Jam,Unclassified,973
41.9,-87.66,Road Closed,Construction,12
41.9,-87.66,Road Closed,Event,18
41.9,-87.66,Road Closed,Unclassified,585
41.9,-87.65,Accident,Major,2
41.9,-87.65,Accident,Minor,1
41.9,-87.65,Accident,Unclassified,50
41.9,-87.65,Hazard,On Road,244
41.9,-87.65,Hazard,On Shoulder,41
41.9,-87.65,Hazard,Weather,11
41.9,-87.65,Jam,Heavy Traffic,612
41.9,-87.65,Jam,Moderate Traffic,8
41.9,-87.65,Jam,Stand Still Traffic,970
41.9,-87.65,Jam,Unclassified,218
41.9,-87.65,Road Closed,Event,9
41.9,-87.65,Road Closed,Unclassified,21
41.9,-87.64,Accident,Major,5
41.9,-87.64,Accident,Minor,1
41.9,-87.64,Accident,Unclassified,46
41.9,-87.64,Hazard,On Road,236
41.9,-87.64,Hazard,On Shoulder,13
41.9,-87.64,Hazard,Unclassified,1
41.9,-87.64,Hazard,Weather,12
41.9,-87.64,Jam,Heavy Traffic,326
41.9,-87.64,Jam,Moderate Traffic,8
41.9,-87.64,Jam,Stand Still Traffic,535
41.9,-87.64,Jam,Unclassified,160
41.9,-87.64,Road Closed,Unclassified,28
41.9,-87.63,Accident,Major,2
41.9,-87.63,Accident,Minor,8
41.9,-87.63,Accident,Unclassified,62
41.9,-87.63,Hazard,On Road,454
41.9,-87.63,Hazard,On Shoulder,42
41.9,-87.63,Hazard,Unclassified,1
41.9,-87.63,Hazard,Weather,14
41.9,-87.63,Jam,Heavy Traffic,497
41.9,-87.63,Jam,Moderate Traffic,19
41.9,-87.63,Jam,Stand Still Traffic,437
41.9,-87.63,Jam,Unclassified,261
41.9,-87.63,Road Closed,Event,22
41.9,-87.63,Road Closed,Unclassified,384
41.9,-87.62,Accident,Major,30
41.9,-87.62,Accident,Minor,58
41.9,-87.62,Accident,Unclassified,437
41.9,-87.62,Hazard,On Road,1109
41.9,-87.62,Hazard,On Shoulder,1066
41.9,-87.62,Hazard,Unclassified,12
41.9,-87.62,Hazard,Weather,77
41.9,-87.62,Jam,Heavy Traffic,1347
41.9,-87.62,Jam,Moderate Traffic,23
41.9,-87.62,Jam,Stand Still Traffic,1823
41.9,-87.62,Jam,Unclassified,472
41.9,-87.62,Road Closed,Event,34
41.9,-87.62,Road Closed,Unclassified,122
41.9,-87.61,Hazard,Weather,1
41.91,-87.81,Hazard,On Road,1
41.91,-87.81,Jam,Unclassified,1
41.91,-87.8,Accident,Unclassified,1
41.91,-87.8,Hazard,On Road,12
41.91,-87.8,Hazard,On Shoulder,1
41.91,-87.8,Jam,Heavy Traffic,2
41.91,-87.8,Jam,Stand Still Traffic,2
41.91,-87.8,Jam,Unclassified,2
41.91,-87.8,Road Closed,Unclassified,2
41.91,-87.79,Accident,Minor,1
41.91,-87.79,Accident,Unclassified,14
41.91,-87.79,Hazard,On Road,79
41.91,-87.79,Hazard,On Shoulder,4
41.91,-87.79,Jam,Heavy Traffic,83
41.91,-87.79,Jam,Moderate Traffic,4
41.91,-87.79,Jam,Stand Still Traffic,44
41.91,-87.79,Jam,Unclassified,42
41.91,-87.79,Road Closed,Unclassified,5
41.91,-87.78,Accident,Major,1
41.91,-87.78,Accident,Unclassified,8
41.91,-87.78,Hazard,On Road,67
41.91,-87.78,Hazard,On Shoulder,2
41.91,-87.78,Hazard,Weather,4
41.91,-87.78,Jam,Heavy Traffic,43
41.91,-87.78,Jam,Moderate Traffic,3
41.91,-87.78,Jam,Stand Still Traffic,31
41.91,-87.78,Jam,Unclassified,21
41.91,-87.78,Road Closed,Unclassified,4
41.91,-87.77,Accident,Major,1
41.91,-87.77,Accident,Minor,1
41.91,-87.77,Accident,Unclassified,23
41.91,-87.77,Hazard,On Road,29
41.91,-87.77,Hazard,On Shoulder,5
41.91,-87.77,Hazard,Unclassified,1
41.91,-87.77,Hazard,Weather,1
41.91,-87.77,Jam,Heavy Traffic,110
41.91,-87.77,Jam,Moderate Traffic,8
41.91,-87.77,Jam,Stand Still Traffic,25
41.91,-87.77,Jam,Unclassified,53
41.91,-87.77,Road Closed,Unclassified,1
41.91,-87.76,Accident,Major,2
41.91,-87.76,Accident,Unclassified,13
41.91,-87.76,Hazard,On Road,63
41.91,-87.76,Hazard,On Shoulder,5
41.91,-87.76,Hazard,Unclassified,1
41.91,-87.76,Jam,Heavy Traffic,84
41.91,-87.76,Jam,Moderate Traffic,3
41.91,-87.76,Jam,Stand Still Traffic,30
41.91,-87.76,Jam,Unclassified,47
41.91,-87.76,Road Closed,Event,2
41.91,-87.76,Road Closed,Unclassified,18
41.91,-87.75,Accident,Major,2
41.91,-87.75,Accident,Minor,2
41.91,-87.75,Accident,Unclassified,21
41.91,-87.75,Hazard,On Road,104
41.91,-87.75,Hazard,On Shoulder,16
41.91,-87.75,Hazard,Weather,6
41.91,-87.75,Jam,Heavy Traffic,71
41.91,-87.75,Jam,Moderate Traffic,5
41.91,-87.75,Jam,Stand Still Traffic,34
41.91,-87.75,Jam,Unclassified,53
41.91,-87.75,Road Closed,Unclassified,4
41.91,-87.74,Accident,Minor,4
41.91,-87.74,Accident,Unclassified,18
41.91,-87.74,Hazard,On Road,118
