latitude_bin,longitude_bin,updated_type,updated_subtype,hour,count
41.85,-87.69,Hazard,On Road,21:00,11
41.85,-87.69,Hazard,On Road,22:00,12
41.85,-87.69,Hazard,On Road,23:00,7
41.85,-87.69,Hazard,On Shoulder,11:00,1
41.85,-87.69,Hazard,On Shoulder,12:00,14
41.85,-87.69,Hazard,On Shoulder,13:00,2
41.85,-87.69,Hazard,On Shoulder,14:00,1
41.85,-87.69,Hazard,On Shoulder,19:00,2
41.85,-87.69,Hazard,On Shoulder,20:00,1
41.85,-87.69,Hazard,On Shoulder,21:00,2
41.85,-87.69,Hazard,On Shoulder,22:00,1
41.85,-87.69,Hazard,On Shoulder,23:00,1
41.85,-87.69,Hazard,Weather,00:00,1
41.85,-87.69,Hazard,Weather,10:00,2
41.85,-87.69,Hazard,Weather,12:00,1
41.85,-87.69,Hazard,Weather,15:00,1
41.85,-87.69,Jam,Heavy Traffic,12:00,2
41.85,-87.69,Jam,Heavy Traffic,14:00,2
41.85,-87.69,Jam,Heavy Traffic,16:00,3
41.85,-87.69,Jam,Heavy Traffic,17:00,1
41.85,-87.69,Jam,Heavy Traffic,18:00,2
41.85,-87.69,Jam,Heavy Traffic,19:00,4
41.85,-87.69,Jam,Heavy Traffic,20:00,7
41.85,-87.69,Jam,Heavy Traffic,21:00,7
41.85,-87.69,Jam,Heavy Traffic,22:00,6
41.85,-87.69,Jam,Heavy Traffic,23:00,2
41.85,-87.69,Jam,Moderate Traffic,23:00,1
41.85,-87.69,Jam,Stand Still Traffic,13:00,3
41.85,-87.69,Jam,Stand Still Traffic,14:00,1
41.85,-87.69,Jam,Stand Still Traffic,17:00,3
41.85,-87.69,Jam,Stand Still Traffic,18:00,3
41.85,-87.69,Jam,Stand Still Traffic,19:00,3
41.85,-87.69,Jam,Stand Still Traffic,20:00,9
41.85,-87.69,Jam,Stand Still Traffic,21:00,5
41.85,-87.69,Jam,Stand Still Traffic,22:00,7
41.85,-87.69,Jam,Stand Still Traffic,23:00,1
41.85,-87.69,Jam,Unclassified,00:00,1
41.85,-87.69,Jam,Unclassified,02:00,1
41.85,-87.69,Jam,Unclassified,12:00,1
41.85,-87.69,Jam,Unclassified,13:00,1
41.85,-87.69,Jam,Unclassified,14:00,1
41.85,-87.69,Jam,Unclassified,15:00,1
41.85,-87.69,Jam,Unclassified,16:00,1
41.85,-87.69,Jam,Unclassified,17:00,1
41.85,-87.69,Jam,Unclassified,18:00,3
41.85,-87.69,Jam,Unclassified,19:00,7
41.85,-87.69,Jam,Unclassified,20:00,4
41.85,-87.69,Jam,Unclassified,21:00,6
41.85,-87.69,Jam,Unclassified,22:00,2
41.85,-87.69,Jam,Unclassified,23:00,1
41.85,-87.69,Road Closed,Unclassified,00:00,1
41.85,-87.69,Road Closed,Unclassified,17:00,1
41.85,-87.69,Road Closed,Unclassified,18:00,1
41.85,-87.69,Road Closed,Unclassified,20:00,2
41.85,-87.69,Road Closed,Unclassified,21:00,1
41.85,-87.69,Road Closed,Unclassified,23:00,1
41.85,-87.68,Accident,Major,02:00,1
41.85,-87.68,Accident,Major,21:00,1
41.85,-87.68,Accident,Major,22:00,1
41.85,-87.68,Accident,Unclassified,01:00,2
41.85,-87.68,Accident,Unclassified,07:00,1
41.85,-87.68,Accident,Unclassified,10:00,1
41.85,-87.68,Accident,Unclassified,15:00,1
41.85,-87.68,Accident,Unclassified,18:00,3
41.85,-87.68,Accident,Unclassified,20:00,1
41.85,-87.68,Accident,Unclassified,21:00,2
41.85,-87.68,Accident,Unclassified,23:00,3
41.85,-87.68,Hazard,On Road,00:00,12
41.85,-87.68,Hazard,On Road,01:00,10
41.85,-87.68,Hazard,On Road,02:00,6
41.85,-87.68,Hazard,On Road,03:00,3
41.85,-87.68,Hazard,On Road,04:00,2
41.85,-87.68,Hazard,On Road,05:00,1
41.85,-87.68,Hazard,On Road,06:00,3
41.85,-87.68,Hazard,On Road,07:00,1
41.85,-87.68,Hazard,On Road,08:00,2
41.85,-87.68,Hazard,On Road,09:00,3
41.85,-87.68,Hazard,On Road,10:00,12
41.85,-87.68,Hazard,On Road,11:00,16
41.85,-87.68,Hazard,On Road,12:00,56
41.85,-87.68,Hazard,On Road,13:00,37
41.85,-87.68,Hazard,On Road,14:00,22
41.85,-87.68,Hazard,On Road,15:00,16
41.85,-87.68,Hazard,On Road,16:00,12
41.85,-87.68,Hazard,On Road,17:00,14
41.85,-87.68,Hazard,On Road,18:00,22
41.85,-87.68,Hazard,On Road,19:00,22
41.85,-87.68,Hazard,On Road,20:00,26
41.85,-87.68,Hazard,On Road,21:00,25
41.85,-87.68,Hazard,On Road,22:00,26
41.85,-87.68,Hazard,On Road,23:00,9
41.85,-87.68,Hazard,On Shoulder,00:00,3
41.85,-87.68,Hazard,On Shoulder,01:00,1
41.85,-87.68,Hazard,On Shoulder,04:00,1
41.85,-87.68,Hazard,On Shoulder,07:00,1
41.85,-87.68,Hazard,On Shoulder,09:00,1
41.85,-87.68,Hazard,On Shoulder,10:00,3
41.85,-87.68,Hazard,On Shoulder,11:00,1
41.85,-87.68,Hazard,On Shoulder,12:00,6
41.85,-87.68,Hazard,On Shoulder,13:00,8
41.85,-87.68,Hazard,On Shoulder,15:00,1
41.85,-87.68,Hazard,On Shoulder,16:00,3
41.85,-87.68,Hazard,On Shoulder,17:00,3
41.85,-87.68,Hazard,On Shoulder,18:00,5
41.85,-87.68,Hazard,On Shoulder,19:00,8
41.85,-87.68,Hazard,On Shoulder,21:00,4
41.85,-87.68,Hazard,On Shoulder,22:00,3
41.85,-87.68,Hazard,On Shoulder,23:00,1
41.85,-87.68,Hazard,Weather,00:00,2
41.85,-87.68,Hazard,Weather,03:00,1
41.85,-87.68,Hazard,Weather,05:00,1
41.85,-87.68,Hazard,Weather,10:00,1
41.85,-87.68,Hazard,Weather,11:00,11
41.85,-87.68,Hazard,Weather,12:00,6
41.85,-87.68,Hazard,Weather,15:00,1
41.85,-87.68,Hazard,Weather,16:00,2
41.85,-87.68,Hazard,Weather,17:00,1
41.85,-87.68,Hazard,Weather,18:00,1
41.85,-87.68,Hazard,Weather,19:00,4
41.85,-87.68,Hazard,Weather,21:00,5
41.85,-87.68,Jam,Heavy Traffic,12:00,6
41.85,-87.68,Jam,Heavy Traffic,13:00,15
41.85,-87.68,Jam,Heavy Traffic,14:00,5
41.85,-87.68,Jam,Heavy Traffic,15:00,2
41.85,-87.68,Jam,Heavy Traffic,16:00,4
41.85,-87.68,Jam,Heavy Traffic,17:00,3
41.85,-87.68,Jam,Heavy Traffic,18:00,4
41.85,-87.68,Jam,Heavy Traffic,19:00,11
41.85,-87.68,Jam,Heavy Traffic,20:00,13
41.85,-87.68,Jam,Heavy Traffic,21:00,17
41.85,-87.68,Jam,Heavy Traffic,22:00,6
41.85,-87.68,Jam,Heavy Traffic,23:00,4
41.85,-87.68,Jam,Stand Still Traffic,00:00,2
41.85,-87.68,Jam,Stand Still Traffic,12:00,2
41.85,-87.68,Jam,Stand Still Traffic,13:00,6
41.85,-87.68,Jam,Stand Still Traffic,14:00,4
41.85,-87.68,Jam,Stand Still Traffic,15:00,3
41.85,-87.68,Jam,Stand Still Traffic,16:00,3
41.85,-87.68,Jam,Stand Still Traffic,17:00,7
41.85,-87.68,Jam,Stand Still Traffic,18:00,4
41.85,-87.68,Jam,Stand Still Traffic,19:00,4
41.85,-87.68,Jam,Stand Still Traffic,20:00,6
41.85,-87.68,Jam,Stand Still Traffic,21:00,13
41.85,-87.68,Jam,Stand Still Traffic,22:00,12
41.85,-87.68,Jam,Stand Still Traffic,23:00,4
41.85,-87.68,Jam,Unclassified,00:00,1
41.85,-87.68,Jam,Unclassified,01:00,1
41.85,-87.68,Jam,Unclassified,02:00,1
41.85,-87.68,Jam,Unclassified,04:00,1
41.85,-87.68,Jam,Unclassified,11:00,2
41.85,-87.68,Jam,Unclassified,12:00,5
41.85,-87.68,Jam,Unclassified,13:00,3
41.85,-87.68,Jam,Unclassified,15:00,2
41.85,-87.68,Jam,Unclassified,16:00,2
41.85,-87.68,Jam,Unclassified,17:00,4
41.85,-87.68,Jam,Unclassified,18:00,4
41.85,-87.68,Jam,Unclassified,19:00,18
41.85,-87.68,Jam,Unclassified,20:00,7
41.85,-87.68,Jam,Unclassified,21:00,1
41.85,-87.68,Jam,Unclassified,22:00,3
41.85,-87.68,Jam,Unclassified,23:00,4
41.85,-87.68,Road Closed,Unclassified,03:00,1
41.85,-87.68,Road Closed,Unclassified,12:00,1
41.85,-87.68,Road Closed,Unclassified,15:00,1
41.85,-87.68,Road Closed,Unclassified,16:00,2
41.85,-87.68,Road Closed,Unclassified,17:00,1
41.85,-87.68,Road Closed,Unclassified,19:00,1
41.85,-87.68,Road Closed,Unclassified,20:00,4
41.85,-87.68,Road Closed,Unclassified,21:00,3
41.85,-87.68,Road Closed,Unclassified,22:00,1
41.85,-87.67,Accident,Major,00:00,1
41.85,-87.67,Accident,Major,19:00,2
41.85,-87.67,Accident,Major,23:00,1
41.85,-87.67,Accident,Unclassified,01:00,3
41.85,-87.67,Accident,Unclassified,04:00,1
41.85,-87.67,Accident,Unclassified,10:00,1
41.85,-87.67,Accident,Unclassified,13:00,1
41.85,-87.67,Accident,Unclassified,14:00,1
41.85,-87.67,Accident,Unclassified,15:00,1
41.85,-87.67,Accident,Unclassified,16:00,1
41.85,-87.67,Accident,Unclassified,17:00,4
41.85,-87.67,Accident,Unclassified,18:00,2
41.85,-87.67,Accident,Unclassified,19:00,2
41.85,-87.67,Accident,Unclassified,20:00,2
41.85,-87.67,Accident,Unclassified,21:00,4
41.85,-87.67,Accident,Unclassified,22:00,2
41.85,-87.67,Accident,Unclassified,23:00,2
41.85,-87.67,Hazard,On Road,00:00,5
41.85,-87.67,Hazard,On Road,01:00,2
41.85,-87.67,Hazard,On Road,02:00,3
41.85,-87.67,Hazard,On Road,03:00,3
41.85,-87.67,Hazard,On Road,04:00,2
41.85,-87.67,Hazard,On Road,06:00,1
41.85,-87.67,Hazard,On Road,09:00,1
41.85,-87.67,Hazard,On Road,10:00,2
41.85,-87.67,Hazard,On Road,11:00,10
41.85,-87.67,Hazard,On Road,12:00,6
41.85,-87.67,Hazard,On Road,13:00,10
41.85,-87.67,Hazard,On Road,14:00,10
41.85,-87.67,Hazard,On Road,15:00,11
41.85,-87.67,Hazard,On Road,16:00,8
41.85,-87.67,Hazard,On Road,17:00,9
41.85,-87.67,Hazard,On Road,18:00,12
41.85,-87.67,Hazard,On Road,19:00,10
41.85,-87.67,Hazard,On Road,20:00,8
41.85,-87.67,Hazard,On Road,21:00,22
41.85,-87.67,Hazard,On Road,22:00,8
41.85,-87.67,Hazard,On Road,23:00,7
41.85,-87.67,Hazard,On Shoulder,01:00,3
41.85,-87.67,Hazard,On Shoulder,02:00,3
41.85,-87.67,Hazard,On Shoulder,03:00,3
41.85,-87.67,Hazard,On Shoulder,04:00,2
41.85,-87.67,Hazard,On Shoulder,12:00,4
41.85,-87.67,Hazard,On Shoulder,13:00,4
41.85,-87.67,Hazard,On Shoulder,14:00,1
41.85,-87.67,Hazard,On Shoulder,15:00,2
41.85,-87.67,Hazard,On Shoulder,16:00,2
41.85,-87.67,Hazard,On Shoulder,18:00,1
41.85,-87.67,Hazard,On Shoulder,19:00,3
41.85,-87.67,Hazard,On Shoulder,20:00,3
41.85,-87.67,Hazard,On Shoulder,21:00,7
41.85,-87.67,Hazard,On Shoulder,22:00,7
41.85,-87.67,Hazard,On Shoulder,23:00,2
41.85,-87.67,Hazard,Weather,19:00,1
41.85,-87.67,Jam,Heavy Traffic,11:00,6
41.85,-87.67,Jam,Heavy Traffic,12:00,12
41.85,-87.67,Jam,Heavy Traffic,13:00,7
41.85,-87.67,Jam,Heavy Traffic,14:00,7
41.85,-87.67,Jam,Heavy Traffic,15:00,2
41.85,-87.67,Jam,Heavy Traffic,16:00,2
41.85,-87.67,Jam,Heavy Traffic,17:00,5
41.85,-87.67,Jam,Heavy Traffic,18:00,9
41.85,-87.67,Jam,Heavy Traffic,19:00,15
41.85,-87.67,Jam,Heavy Traffic,20:00,12
41.85,-87.67,Jam,Heavy Traffic,21:00,11
41.85,-87.67,Jam,Heavy Traffic,22:00,8
41.85,-87.67,Jam,Heavy Traffic,23:00,6
41.85,-87.67,Jam,Moderate Traffic,20:00,1
41.85,-87.67,Jam,Moderate Traffic,21:00,1
41.85,-87.67,Jam,Stand Still Traffic,00:00,2
41.85,-87.67,Jam,Stand Still Traffic,11:00,5
41.85,-87.67,Jam,Stand Still Traffic,12:00,13
41.85,-87.67,Jam,Stand Still Traffic,13:00,6
41.85,-87.67,Jam,Stand Still Traffic,14:00,6
41.85,-87.67,Jam,Stand Still Traffic,15:00,2
41.85,-87.67,Jam,Stand Still Traffic,16:00,5
41.85,-87.67,Jam,Stand Still Traffic,17:00,6
41.85,-87.67,Jam,Stand Still Traffic,18:00,2
41.85,-87.67,Jam,Stand Still Traffic,19:00,5
41.85,-87.67,Jam,Stand Still Traffic,20:00,9
41.85,-87.67,Jam,Stand Still Traffic,21:00,6
41.85,-87.67,Jam,Stand Still Traffic,22:00,13
41.85,-87.67,Jam,Stand Still Traffic,23:00,7
41.85,-87.67,Jam,Unclassified,00:00,1
41.85,-87.67,Jam,Unclassified,01:00,1
41.85,-87.67,Jam,Unclassified,03:00,1
41.85,-87.67,Jam,Unclassified,04:00,1
41.85,-87.67,Jam,Unclassified,12:00,5
41.85,-87.67,Jam,Unclassified,13:00,6
41.85,-87.67,Jam,Unclassified,15:00,1
41.85,-87.67,Jam,Unclassified,16:00,2
41.85,-87.67,Jam,Unclassified,17:00,6
41.85,-87.67,Jam,Unclassified,18:00,5
41.85,-87.67,Jam,Unclassified,19:00,4
41.85,-87.67,Jam,Unclassified,20:00,7
41.85,-87.67,Jam,Unclassified,21:00,8
41.85,-87.67,Jam,Unclassified,22:00,4
41.85,-87.67,Jam,Unclassified,23:00,1
41.85,-87.67,Road Closed,Event,18:00,1
41.85,-87.67,Road Closed,Event,19:00,1
41.85,-87.67,Road Closed,Unclassified,12:00,2
41.85,-87.67,Road Closed,Unclassified,13:00,3
41.85,-87.67,Road Closed,Unclassified,14:00,1
41.85,-87.67,Road Closed,Unclassified,15:00,1
41.85,-87.67,Road Closed,Unclassified,16:00,2
41.85,-87.67,Road Closed,Unclassified,17:00,4
41.85,-87.67,Road Closed,Unclassified,19:00,1
41.85,-87.67,Road Closed,Unclassified,20:00,1
41.85,-87.66,Accident,Major,12:00,1
41.85,-87.66,Accident,Minor,13:00,1
41.85,-87.66,Accident,Minor,15:00,1
41.85,-87.66,Accident,Unclassified,00:00,1
41.85,-87.66,Accident,Unclassified,01:00,1
41.85,-87.66,Accident,Unclassified,03:00,1
41.85,-87.66,Accident,Unclassified,12:00,3
41.85,-87.66,Accident,Unclassified,13:00,1
41.85,-87.66,Accident,Unclassified,16:00,2
41.85,-87.66,Accident,Unclassified,20:00,1
41.85,-87.66,Accident,Unclassified,22:00,2
41.85,-87.66,Accident,Unclassified,23:00,1
41.85,-87.66,Hazard,On Road,00:00,4
41.85,-87.66,Hazard,On Road,01:00,3
41.85,-87.66,Hazard,On Road,02:00,2
41.85,-87.66,Hazard,On Road,04:00,1
41.85,-87.66,Hazard,On Road,07:00,1
41.85,-87.66,Hazard,On Road,08:00,1
41.85,-87.66,Hazard,On Road,09:00,1
41.85,-87.66,Hazard,On Road,10:00,1
41.85,-87.66,Hazard,On Road,11:00,1
41.85,-87.66,Hazard,On Road,12:00,8
41.85,-87.66,Hazard,On Road,13:00,6
41.85,-87.66,Hazard,On Road,14:00,9
41.85,-87.66,Hazard,On Road,15:00,6
41.85,-87.66,Hazard,On Road,16:00,4
41.85,-87.66,Hazard,On Road,17:00,7
41.85,-87.66,Hazard,On Road,18:00,3
41.85,-87.66,Hazard,On Road,19:00,4
41.85,-87.66,Hazard,On Road,20:00,4
41.85,-87.66,Hazard,On Road,21:00,5
41.85,-87.66,Hazard,On Road,22:00,3
41.85,-87.66,Hazard,On Road,23:00,8
41.85,-87.66,Hazard,On Shoulder,01:00,1
41.85,-87.66,Hazard,On Shoulder,12:00,1
41.85,-87.66,Hazard,On Shoulder,13:00,3
41.85,-87.66,Hazard,On Shoulder,14:00,1
41.85,-87.66,Hazard,On Shoulder,15:00,1
41.85,-87.66,Hazard,On Shoulder,16:00,2
41.85,-87.66,Hazard,On Shoulder,17:00,1
41.85,-87.66,Hazard,On Shoulder,20:00,3
41.85,-87.66,Hazard,On Shoulder,21:00,1
41.85,-87.66,Hazard,On Shoulder,23:00,1
41.85,-87.66,Hazard,Weather,13:00,1
41.85,-87.66,Hazard,Weather,17:00,1
41.85,-87.66,Hazard,Weather,22:00,1
41.85,-87.66,Jam,Heavy Traffic,02:00,1
41.85,-87.66,Jam,Heavy Traffic,12:00,22
41.85,-87.66,Jam,Heavy Traffic,13:00,7
41.85,-87.66,Jam,Heavy Traffic,14:00,1
41.85,-87.66,Jam,Heavy Traffic,19:00,6
41.85,-87.66,Jam,Heavy Traffic,20:00,16
41.85,-87.66,Jam,Heavy Traffic,21:00,10
41.85,-87.66,Jam,Heavy Traffic,22:00,13
41.85,-87.66,Jam,Heavy Traffic,23:00,1
41.85,-87.66,Jam,Moderate Traffic,13:00,1
41.85,-87.66,Jam,Moderate Traffic,22:00,1
41.85,-87.66,Jam,Moderate Traffic,23:00,1
41.85,-87.66,Jam,Stand Still Traffic,00:00,1
41.85,-87.66,Jam,Stand Still Traffic,12:00,4
41.85,-87.66,Jam,Stand Still Traffic,17:00,1
41.85,-87.66,Jam,Stand Still Traffic,19:00,8
41.85,-87.66,Jam,Stand Still Traffic,20:00,8
41.85,-87.66,Jam,Stand Still Traffic,21:00,8
41.85,-87.66,Jam,Stand Still Traffic,22:00,15
41.85,-87.66,Jam,Stand Still Traffic,23:00,4
41.85,-87.66,Jam,Unclassified,01:00,1
41.85,-87.66,Jam,Unclassified,04:00,1
41.85,-87.66,Jam,Unclassified,10:00,1
41.85,-87.66,Jam,Unclassified,12:00,3
41.85,-87.66,Jam,Unclassified,13:00,3
41.85,-87.66,Jam,Unclassified,18:00,1
41.85,-87.66,Jam,Unclassified,19:00,1
41.85,-87.66,Jam,Unclassified,20:00,1
41.85,-87.66,Jam,Unclassified,21:00,2
41.85,-87.66,Jam,Unclassified,22:00,5
41.85,-87.66,Jam,Unclassified,23:00,1
41.85,-87.66,Road Closed,Construction,14:00,1
41.85,-87.66,Road Closed,Event,19:00,18
41.85,-87.66,Road Closed,Unclassified,01:00,1
41.85,-87.66,Road Closed,Unclassified,13:00,1
41.85,-87.66,Road Closed,Unclassified,15:00,1
41.85,-87.66,Road Closed,Unclassified,16:00,4
41.85,-87.66,Road Closed,Unclassified,18:00,2
41.85,-87.66,Road Closed,Unclassified,19:00,3
41.85,-87.66,Road Closed,Unclassified,20:00,1
41.85,-87.65,Accident,Major,01:00,1
41.85,-87.65,Accident,Major,02:00,5
41.85,-87.65,Accident,Major,03:00,5
41.85,-87.65,Accident,Major,04:00,5
41.85,-87.65,Accident,Major,05:00,1
41.85,-87.65,Accident,Major,06:00,1
41.85,-87.65,Accident,Major,07:00,1
41.85,-87.65,Accident,Major,08:00,4
41.85,-87.65,Accident,Major,10:00,1
41.85,-87.65,Accident,Major,11:00,4
41.85,-87.65,Accident,Major,12:00,2
41.85,-87.65,Accident,Major,13:00,1
41.85,-87.65,Accident,Major,14:00,4
41.85,-87.65,Accident,Major,15:00,2
41.85,-87.65,Accident,Major,16:00,4
41.85,-87.65,Accident,Major,17:00,4
41.85,-87.65,Accident,Major,18:00,5
41.85,-87.65,Accident,Major,19:00,6
41.85,-87.65,Accident,Major,20:00,7
41.85,-87.65,Accident,Major,21:00,1
41.85,-87.65,Accident,Major,22:00,1
41.85,-87.65,Accident,Major,23:00,3
41.85,-87.65,Accident,Minor,01:00,1
41.85,-87.65,Accident,Minor,10:00,2
41.85,-87.65,Accident,Minor,12:00,2
41.85,-87.65,Accident,Minor,15:00,1
41.85,-87.65,Accident,Minor,16:00,2
41.85,-87.65,Accident,Minor,18:00,1
41.85,-87.65,Accident,Minor,19:00,1
41.85,-87.65,Accident,Minor,20:00,2
41.85,-87.65,Accident,Minor,21:00,2
41.85,-87.65,Accident,Minor,22:00,2
41.85,-87.65,Accident,Minor,23:00,2
41.85,-87.65,Accident,Unclassified,00:00,7
41.85,-87.65,Accident,Unclassified,01:00,6
41.85,-87.65,Accident,Unclassified,02:00,6
41.85,-87.65,Accident,Unclassified,03:00,6
41.85,-87.65,Accident,Unclassified,04:00,6
41.85,-87.65,Accident,Unclassified,05:00,5
41.85,-87.65,Accident,Unclassified,06:00,1
41.85,-87.65,Accident,Unclassified,07:00,3
41.85,-87.65,Accident,Unclassified,08:00,2
41.85,-87.65,Accident,Unclassified,11:00,9
41.85,-87.65,Accident,Unclassified,12:00,3
41.85,-87.65,Accident,Unclassified,13:00,8
41.85,-87.65,Accident,Unclassified,14:00,2
41.85,-87.65,Accident,Unclassified,15:00,3
41.85,-87.65,Accident,Unclassified,16:00,5
41.85,-87.65,Accident,Unclassified,17:00,8
41.85,-87.65,Accident,Unclassified,18:00,11
41.85,-87.65,Accident,Unclassified,19:00,13
41.85,-87.65,Accident,Unclassified,20:00,16
41.85,-87.65,Accident,Unclassified,21:00,13
41.85,-87.65,Accident,Unclassified,22:00,11
41.85,-87.65,Accident,Unclassified,23:00,11
41.85,-87.65,Hazard,On Road,00:00,36
41.85,-87.65,Hazard,On Road,01:00,24
41.85,-87.65,Hazard,On Road,02:00,11
41.85,-87.65,Hazard,On Road,03:00,22
41.85,-87.65,Hazard,On Road,04:00,20
41.85,-87.65,Hazard,On Road,05:00,20
41.85,-87.65,Hazard,On Road,06:00,14
41.85,-87.65,Hazard,On Road,07:00,14
41.85,-87.65,Hazard,On Road,08:00,11
41.85,-87.65,Hazard,On Road,09:00,14
41.85,-87.65,Hazard,On Road,10:00,16
41.85,-87.65,Hazard,On Road,11:00,19
41.85,-87.65,Hazard,On Road,12:00,27
41.85,-87.65,Hazard,On Road,13:00,24
41.85,-87.65,Hazard,On Road,14:00,29
41.85,-87.65,Hazard,On Road,15:00,38
41.85,-87.65,Hazard,On Road,16:00,40
41.85,-87.65,Hazard,On Road,17:00,32
41.85,-87.65,Hazard,On Road,18:00,40
41.85,-87.65,Hazard,On Road,19:00,33
41.85,-87.65,Hazard,On Road,20:00,36
41.85,-87.65,Hazard,On Road,21:00,32
41.85,-87.65,Hazard,On Road,22:00,48
41.85,-87.65,Hazard,On Road,23:00,32
41.85,-87.65,Hazard,On Shoulder,00:00,56
41.85,-87.65,Hazard,On Shoulder,01:00,51
41.85,-87.65,Hazard,On Shoulder,02:00,45
41.85,-87.65,Hazard,On Shoulder,03:00,44
41.85,-87.65,Hazard,On Shoulder,04:00,38
41.85,-87.65,Hazard,On Shoulder,05:00,31
41.85,-87.65,Hazard,On Shoulder,06:00,23
41.85,-87.65,Hazard,On Shoulder,07:00,18
41.85,-87.65,Hazard,On Shoulder,08:00,19
41.85,-87.65,Hazard,On Shoulder,09:00,28
41.85,-87.65,Hazard,On Shoulder,10:00,49
41.85,-87.65,Hazard,On Shoulder,11:00,57
41.85,-87.65,Hazard,On Shoulder,12:00,66
41.85,-87.65,Hazard,On Shoulder,13:00,65
41.85,-87.65,Hazard,On Shoulder,14:00,69
41.85,-87.65,Hazard,On Shoulder,15:00,84
41.85,-87.65,Hazard,On Shoulder,16:00,83
41.85,-87.65,Hazard,On Shoulder,17:00,55
41.85,-87.65,Hazard,On Shoulder,18:00,73
41.85,-87.65,Hazard,On Shoulder,19:00,76
41.85,-87.65,Hazard,On Shoulder,20:00,84
41.85,-87.65,Hazard,On Shoulder,21:00,79
41.85,-87.65,Hazard,On Shoulder,22:00,72
41.85,-87.65,Hazard,On Shoulder,23:00,84
41.85,-87.65,Hazard,Unclassified,01:00,1
41.85,-87.65,Hazard,Unclassified,02:00,1
41.85,-87.65,Hazard,Unclassified,03:00,1
41.85,-87.65,Hazard,Unclassified,04:00,3
41.85,-87.65,Hazard,Unclassified,06:00,2
41.85,-87.65,Hazard,Unclassified,07:00,2
41.85,-87.65,Hazard,Unclassified,08:00,2
41.85,-87.65,Hazard,Unclassified,09:00,4
41.85,-87.65,Hazard,Unclassified,21:00,1
41.85,-87.65,Hazard,Unclassified,22:00,1
41.85,-87.65,Hazard,Weather,00:00,3
41.85,-87.65,Hazard,Weather,01:00,2
41.85,-87.65,Hazard,Weather,02:00,2
41.85,-87.65,Hazard,Weather,03:00,2
41.85,-87.65,Hazard,Weather,04:00,5
41.85,-87.65,Hazard,Weather,05:00,4
41.85,-87.65,Hazard,Weather,06:00,3
41.85,-87.65,Hazard,Weather,09:00,1
41.85,-87.65,Hazard,Weather,10:00,3
41.85,-87.65,Hazard,Weather,11:00,5
41.85,-87.65,Hazard,Weather,12:00,1
41.85,-87.65,Hazard,Weather,13:00,2
41.85,-87.65,Hazard,Weather,14:00,2
41.85,-87.65,Hazard,Weather,15:00,2
41.85,-87.65,Hazard,Weather,17:00,2
41.85,-87.65,Hazard,Weather,18:00,3
41.85,-87.65,Hazard,Weather,19:00,5
41.85,-87.65,Hazard,Weather,20:00,1
41.85,-87.65,Hazard,Weather,21:00,2
41.85,-87.65,Hazard,Weather,22:00,1
41.85,-87.65,Hazard,Weather,23:00,1
41.85,-87.65,Jam,Heavy Traffic,00:00,38
41.85,-87.65,Jam,Heavy Traffic,01:00,22
41.85,-87.65,Jam,Heavy Traffic,02:00,19
41.85,-87.65,Jam,Heavy Traffic,03:00,12
41.85,-87.65,Jam,Heavy Traffic,04:00,8
41.85,-87.65,Jam,Heavy Traffic,05:00,3
41.85,-87.65,Jam,Heavy Traffic,06:00,1
41.85,-87.65,Jam,Heavy Traffic,09:00,1
41.85,-87.65,Jam,Heavy Traffic,10:00,8
41.85,-87.65,Jam,Heavy Traffic,11:00,12
41.85,-87.65,Jam,Heavy Traffic,12:00,54
41.85,-87.65,Jam,Heavy Traffic,13:00,44
41.85,-87.65,Jam,Heavy Traffic,14:00,33
41.85,-87.65,Jam,Heavy Traffic,15:00,38
41.85,-87.65,Jam,Heavy Traffic,16:00,60
41.85,-87.65,Jam,Heavy Traffic,17:00,62
41.85,-87.65,Jam,Heavy Traffic,18:00,62
41.85,-87.65,Jam,Heavy Traffic,19:00,165
41.85,-87.65,Jam,Heavy Traffic,20:00,130
41.85,-87.65,Jam,Heavy Traffic,21:00,129
41.85,-87.65,Jam,Heavy Traffic,22:00,138
41.85,-87.65,Jam,Heavy Traffic,23:00,84
41.85,-87.65,Jam,Moderate Traffic,00:00,3
41.85,-87.65,Jam,Moderate Traffic,01:00,2
41.85,-87.65,Jam,Moderate Traffic,10:00,1
41.85,-87.65,Jam,Moderate Traffic,11:00,1
41.85,-87.65,Jam,Moderate Traffic,12:00,1
41.85,-87.65,Jam,Moderate Traffic,13:00,5
41.85,-87.65,Jam,Moderate Traffic,15:00,6
41.85,-87.65,Jam,Moderate Traffic,16:00,1
41.85,-87.65,Jam,Moderate Traffic,17:00,1
41.85,-87.65,Jam,Moderate Traffic,18:00,2
41.85,-87.65,Jam,Moderate Traffic,19:00,1
41.85,-87.65,Jam,Moderate Traffic,20:00,1
41.85,-87.65,Jam,Moderate Traffic,22:00,4
41.85,-87.65,Jam,Moderate Traffic,23:00,1
41.85,-87.65,Jam,Stand Still Traffic,00:00,20
41.85,-87.65,Jam,Stand Still Traffic,01:00,10
41.85,-87.65,Jam,Stand Still Traffic,02:00,14
41.85,-87.65,Jam,Stand Still Traffic,03:00,2
41.85,-87.65,Jam,Stand Still Traffic,04:00,2
41.85,-87.65,Jam,Stand Still Traffic,05:00,2
41.85,-87.65,Jam,Stand Still Traffic,06:00,1
